,<b>Team</b>,<b>Points</b>
1,IRAN,43
2,IRAN,43
3,IRAN,43
4,IRAN,43
5,MOROCCO,396
6,MOROCCO,396
7,SENEGAL,24
8,SENEGAL,24
9,SENEGAL,24
10,SENEGAL,24
