,<b>Team</b>,<b>Points</b>
1,<span style="color: gold;"><b>ARGENTINA</b></span>,125
2,<span style="color: gold;"><b>ARGENTINA</b></span>,125
3,ENGLAND,40
4,ENGLAND,40
5,ENGLAND,40
6,PORTUGAL,46
7,PORTUGAL,46
8,PORTUGAL,46
9,SPAIN,21
10,SPAIN,21
