,<b>Team</b>,<b>Points</b>
1,BELGIUM,25
2,BELGIUM,25
3,BELGIUM,25
4,BELGIUM,25
5,BRAZIL,37
6,BRAZIL,37
7,<span style="color: brown;"><b>CROATIA</b></span>,481
8,<span style="color: brown;"><b>CROATIA</b></span>,481
9,DENMARK,10
10,DENMARK,10
