,<b>Team</b>,<b>Points</b>
1,DENMARK,5
2,DENMARK,5
3,<span style="color: silver;"><b>FRANCE</b></span>,106
4,<span style="color: silver;"><b>FRANCE</b></span>,106
5,<span style="color: silver;"><b>FRANCE</b></span>,106
6,NETHERLANDS,43
7,NETHERLANDS,43
8,POLAND,65
9,URUGUAY,17
10,URUGUAY,17
