,<b>Team</b>,<b>Points</b>
1,<span style="color: gold;"><b>ARGENTINA</b></span>,125
2,<span style="color: gold;"><b>ARGENTINA</b></span>,125
3,BELGIUM,13
4,BELGIUM,13
5,BELGIUM,13
6,BELGIUM,13
7,BRAZIL,20
8,BRAZIL,20
9,BRAZIL,20
10,BRAZIL,20
