,<b>Team</b>,<b>Points</b>
1,BRAZIL,20
2,BRAZIL,20
3,BRAZIL,20
4,<span style="color: brown;"><b>CROATIA</b></span>,216
5,<span style="color: brown;"><b>CROATIA</b></span>,216
6,<span style="color: brown;"><b>CROATIA</b></span>,216
7,DENMARK,5
8,DENMARK,5
9,DENMARK,5
10,DENMARK,5
