,<b>Team</b>,<b>Points</b>
1,ENGLAND,79
2,ENGLAND,79
3,ENGLAND,79
4,<span style="color: silver;"><b>FRANCE</b></span>,187
5,<span style="color: silver;"><b>FRANCE</b></span>,187
6,<span style="color: silver;"><b>FRANCE</b></span>,187
7,SPAIN,43
8,SPAIN,43
9,SPAIN,43
10,SPAIN,43
