,<b>Team</b>,<b>Points</b>
1,DENMARK,10
2,DENMARK,10
3,DENMARK,10
4,SENEGAL,89
5,SENEGAL,89
6,SERBIA,14
7,SERBIA,14
8,URUGUAY,41
9,URUGUAY,41
10,URUGUAY,41
