,<b>Team</b>,<b>Points</b>
1,<span style="color: gold;"><b>ARGENTINA</b></span>,125
2,<span style="color: gold;"><b>ARGENTINA</b></span>,125
3,AUSTRALIA,208
4,BRAZIL,20
5,BRAZIL,20
6,ENGLAND,40
7,GERMANY,11
8,NETHERLANDS,43
9,SENEGAL,24
10,URUGUAY,17
