,<b>Team</b>,<b>Points</b>
1,<span style="color: gold;"><b>ARGENTINA</b></span>,246
2,<span style="color: gold;"><b>ARGENTINA</b></span>,246
3,<span style="color: silver;"><b>FRANCE</b></span>,187
4,<span style="color: silver;"><b>FRANCE</b></span>,187
5,GERMANY,21
6,GERMANY,21
7,GERMANY,21
8,GERMANY,21
9,PORTUGAL,68
10,PORTUGAL,68
