,<b>Team</b>,<b>Points</b>
1,BRAZIL,20
2,BRAZIL,20
3,BRAZIL,20
4,CAMEROON,188
5,ECUADOR,50
6,ECUADOR,50
7,GHANA,38
8,GHANA,38
9,SPAIN,21
10,SPAIN,21
