,<b>Team</b>,<b>Points</b>
1,<span style="color: gold;"><b>ARGENTINA</b></span>,125
2,<span style="color: gold;"><b>ARGENTINA</b></span>,125
3,<span style="color: gold;"><b>ARGENTINA</b></span>,125
4,BELGIUM,13
5,BRAZIL,20
6,BRAZIL,20
7,ENGLAND,40
8,NETHERLANDS,43
9,SERBIA,8
10,URUGUAY,17
