,<b>Team</b>,<b>Points</b>
1,POLAND,65
2,POLAND,65
3,SENEGAL,24
4,SENEGAL,24
5,SENEGAL,24
6,SENEGAL,24
7,USA,54
8,USA,54
9,USA,54
10,USA,54
