,<b>Team</b>,<b>Points</b>
1,BRAZIL,20
2,BRAZIL,20
3,ENGLAND,40
4,ENGLAND,40
5,PORTUGAL,46
6,PORTUGAL,46
7,SENEGAL,24
8,SERBIA,8
9,SPAIN,21
10,SPAIN,21
