,<b>Team</b>,<b>Points</b>
1,<span style="color: gold;"><b>ARGENTINA</b></span>,125
2,<span style="color: gold;"><b>ARGENTINA</b></span>,125
3,<span style="color: gold;"><b>ARGENTINA</b></span>,125
4,MOROCCO,396
5,MOROCCO,396
6,PORTUGAL,46
7,PORTUGAL,46
8,PORTUGAL,46
9,USA,54
10,USA,54
