,<b>Team</b>,<b>Points</b>
1,CAMEROON,250
2,DENMARK,10
3,MEXICO,94
4,MEXICO,94
5,MEXICO,94
6,MEXICO,94
7,MOROCCO,950
8,PORTUGAL,68
9,USA,119
10,USA,119
