,<b>Team</b>,<b>Points</b>
1,BELGIUM,25
2,BELGIUM,25
3,BRAZIL,37
4,BRAZIL,37
5,ENGLAND,79
6,ENGLAND,79
7,<span style="color: silver;"><b>FRANCE</b></span>,187
8,<span style="color: silver;"><b>FRANCE</b></span>,187
9,GERMANY,21
10,NETHERLANDS,79
