,<b>Team</b>,<b>Points</b>
1,ENGLAND,40
2,ENGLAND,40
3,<span style="color: silver;"><b>FRANCE</b></span>,106
4,PORTUGAL,46
5,PORTUGAL,46
6,PORTUGAL,46
7,QATAR,0
8,SENEGAL,24
9,SPAIN,21
10,SPAIN,21
