,<b>Team</b>,<b>Points</b>
1,BELGIUM,25
2,BELGIUM,25
3,BRAZIL,37
4,BRAZIL,37
5,BRAZIL,37
6,DENMARK,10
7,DENMARK,10
8,GHANA,111
9,POLAND,95
10,URUGUAY,41
