,<b>Team</b>,<b>Points</b>
1,DENMARK,5
2,DENMARK,5
3,DENMARK,5
4,DENMARK,5
5,ECUADOR,50
6,ECUADOR,50
7,ECUADOR,50
8,ECUADOR,50
9,TUNISIA,88
10,TUNISIA,88
