,<b>Team</b>,<b>Points</b>
1,<span style="color: gold;"><b>ARGENTINA</b></span>,125
2,<span style="color: gold;"><b>ARGENTINA</b></span>,125
3,SENEGAL,24
4,SENEGAL,24
5,SENEGAL,24
6,SPAIN,21
7,SPAIN,21
8,SPAIN,21
9,URUGUAY,17
10,URUGUAY,17
