,<b>Team</b>,<b>Points</b>
1,BELGIUM,13
2,BELGIUM,13
3,BELGIUM,13
4,BELGIUM,13
5,MEXICO,28
6,MEXICO,28
7,MEXICO,28
8,MEXICO,28
9,SWITZERLAND,62
10,SWITZERLAND,62
