,<b>Team</b>,<b>Points</b>
1,BELGIUM,13
2,<span style="color: brown;"><b>CROATIA</b></span>,216
3,ENGLAND,40
4,ENGLAND,40
5,ENGLAND,40
6,POLAND,65
7,SAUDI ARABIA,250
8,SPAIN,21
9,SPAIN,21
10,SPAIN,21
