,<b>Team</b>,<b>Points</b>
1,DENMARK,5
2,DENMARK,5
3,DENMARK,5
4,SENEGAL,24
5,SENEGAL,24
6,SERBIA,8
7,SERBIA,8
8,URUGUAY,17
9,URUGUAY,17
10,URUGUAY,17
