,<b>Team</b>,<b>Points</b>
1,BELGIUM,13
2,BRAZIL,20
3,BRAZIL,20
4,ENGLAND,40
5,<span style="color: silver;"><b>FRANCE</b></span>,106
6,GERMANY,11
7,NETHERLANDS,43
8,PORTUGAL,46
9,PORTUGAL,46
10,SPAIN,21
