,<b>Team</b>,<b>Points</b>
1,<span style="color: gold;"><b>ARGENTINA</b></span>,125
2,<span style="color: gold;"><b>ARGENTINA</b></span>,125
3,<span style="color: gold;"><b>ARGENTINA</b></span>,125
4,JAPAN,150
5,MEXICO,28
6,MOROCCO,396
7,NETHERLANDS,43
8,PORTUGAL,46
9,SENEGAL,24
10,URUGUAY,17
