,<b>Team</b>,<b>Points</b>
1,<span style="color: gold;"><b>ARGENTINA</b></span>,125
2,<span style="color: gold;"><b>ARGENTINA</b></span>,125
3,<span style="color: silver;"><b>FRANCE</b></span>,106
4,<span style="color: silver;"><b>FRANCE</b></span>,106
5,JAPAN,150
6,JAPAN,150
7,MOROCCO,396
8,MOROCCO,396
9,SWITZERLAND,62
10,SWITZERLAND,62
