,<b>Team</b>,<b>Points</b>
1,ENGLAND,40
2,ENGLAND,40
3,ENGLAND,40
4,<span style="color: silver;"><b>FRANCE</b></span>,106
5,<span style="color: silver;"><b>FRANCE</b></span>,106
6,<span style="color: silver;"><b>FRANCE</b></span>,106
7,SPAIN,21
8,SPAIN,21
9,SPAIN,21
10,SPAIN,21
