,<b>Team</b>,<b>Points</b>
1,ECUADOR,50
2,ECUADOR,50
3,ECUADOR,50
4,GHANA,38
5,GHANA,38
6,GHANA,38
7,PORTUGAL,46
8,PORTUGAL,46
9,PORTUGAL,46
10,PORTUGAL,46
