,<b>Team</b>,<b>Points</b>
1,DENMARK,10
2,ENGLAND,79
3,ENGLAND,79
4,<span style="color: silver;"><b>FRANCE</b></span>,187
5,<span style="color: silver;"><b>FRANCE</b></span>,187
6,<span style="color: silver;"><b>FRANCE</b></span>,187
7,POLAND,95
8,QATAR,0
9,SERBIA,14
10,SERBIA,14
