,<b>Team</b>,<b>Points</b>
1,ENGLAND,79
2,ENGLAND,79
3,<span style="color: silver;"><b>FRANCE</b></span>,187
4,PORTUGAL,68
5,PORTUGAL,68
6,PORTUGAL,68
7,QATAR,0
8,SENEGAL,89
9,SPAIN,43
10,SPAIN,43
