,<b>Team</b>,<b>Points</b>
1,BRAZIL,20
2,BRAZIL,20
3,BRAZIL,20
4,BRAZIL,20
5,<span style="color: silver;"><b>FRANCE</b></span>,106
6,<span style="color: silver;"><b>FRANCE</b></span>,106
7,<span style="color: silver;"><b>FRANCE</b></span>,106
8,IRAN,43
9,SENEGAL,24
10,SERBIA,8
