,<b>Team</b>,<b>Points</b>
1,<span style="color: gold;"><b>ARGENTINA</b></span>,125
2,<span style="color: gold;"><b>ARGENTINA</b></span>,125
3,DENMARK,5
4,DENMARK,5
5,ECUADOR,50
6,ENGLAND,40
7,ENGLAND,40
8,NETHERLANDS,43
9,NETHERLANDS,43
10,SENEGAL,24
