,<b>Team</b>,<b>Points</b>
1,BRAZIL,37
2,BRAZIL,37
3,DENMARK,10
4,ENGLAND,79
5,MEXICO,94
6,PORTUGAL,68
7,PORTUGAL,68
8,QATAR,0
9,SENEGAL,89
10,USA,119
