,<b>Team</b>,<b>Points</b>
1,BELGIUM,13
2,BELGIUM,13
3,DENMARK,5
4,DENMARK,5
5,ECUADOR,50
6,SPAIN,21
7,SPAIN,21
8,USA,54
9,URUGUAY,17
10,URUGUAY,17
