,<b>Team</b>,<b>Points</b>
1,BELGIUM,13
2,BELGIUM,13
3,DENMARK,5
4,DENMARK,5
5,NETHERLANDS,43
6,NETHERLANDS,43
7,POLAND,65
8,POLAND,65
9,SENEGAL,24
10,SENEGAL,24
