,<b>Team</b>,<b>Points</b>
1,BELGIUM,13
2,BELGIUM,13
3,BELGIUM,13
4,BELGIUM,13
5,BRAZIL,20
6,BRAZIL,20
7,<span style="color: brown;"><b>CROATIA</b></span>,216
8,<span style="color: brown;"><b>CROATIA</b></span>,216
9,DENMARK,5
10,DENMARK,5
