,<b>Team</b>,<b>Points</b>
1,<span style="color: gold;"><b>ARGENTINA</b></span>,125
2,<span style="color: gold;"><b>ARGENTINA</b></span>,125
3,DENMARK,5
4,DENMARK,5
5,SENEGAL,24
6,SENEGAL,24
7,SENEGAL,24
8,SERBIA,8
9,URUGUAY,17
10,URUGUAY,17
