,<b>Team</b>,<b>Points</b>
1,BELGIUM,13
2,BELGIUM,13
3,BELGIUM,13
4,BRAZIL,20
5,BRAZIL,20
6,GHANA,38
7,NETHERLANDS,43
8,NETHERLANDS,43
9,NETHERLANDS,43
10,POLAND,65
