,<b>Team</b>,<b>Points</b>
1,GERMANY,21
2,GERMANY,21
3,GERMANY,21
4,GERMANY,21
5,PORTUGAL,68
6,PORTUGAL,68
7,PORTUGAL,68
8,PORTUGAL,68
9,SPAIN,43
10,SPAIN,43
