,<b>Team</b>,<b>Points</b>
1,BRAZIL,20
2,BRAZIL,20
3,BRAZIL,20
4,BRAZIL,20
5,<span style="color: silver;"><b>FRANCE</b></span>,106
6,GERMANY,11
7,GERMANY,11
8,QATAR,0
9,SWITZERLAND,62
10,SWITZERLAND,62
