,<b>Team</b>,<b>Points</b>
1,DENMARK,10
2,DENMARK,10
3,<span style="color: silver;"><b>FRANCE</b></span>,187
4,<span style="color: silver;"><b>FRANCE</b></span>,187
5,<span style="color: silver;"><b>FRANCE</b></span>,187
6,NETHERLANDS,79
7,NETHERLANDS,79
8,POLAND,95
9,URUGUAY,41
10,URUGUAY,41
