,<b>Team</b>,<b>Points</b>
1,BRAZIL,20
2,BRAZIL,20
3,ECUADOR,50
4,ECUADOR,50
5,ENGLAND,40
6,ENGLAND,40
7,SENEGAL,24
8,SENEGAL,24
9,SPAIN,21
10,SPAIN,21
