,<b>Team</b>,<b>Points</b>
1,<span style="color: gold;"><b>ARGENTINA</b></span>,125
2,<span style="color: gold;"><b>ARGENTINA</b></span>,125
3,BRAZIL,20
4,BRAZIL,20
5,CANADA,0
6,CANADA,0
7,GERMANY,11
8,GERMANY,11
9,SENEGAL,24
10,SENEGAL,24
