,<b>Team</b>,<b>Points</b>
1,BRAZIL,37
2,BRAZIL,37
3,ENGLAND,79
4,GERMANY,21
5,GERMANY,21
6,GERMANY,21
7,SOUTH KOREA,500
8,SPAIN,43
9,SPAIN,43
10,SPAIN,43
