,<b>Team</b>,<b>Points</b>
1,BRAZIL,20
2,BRAZIL,20
3,GHANA,38
4,GHANA,38
5,MOROCCO,396
6,MOROCCO,396
7,POLAND,65
8,POLAND,65
9,TUNISIA,88
10,TUNISIA,88
