,<b>Team</b>,<b>Points</b>
1,BELGIUM,25
2,BELGIUM,25
3,CANADA,0
4,DENMARK,10
5,GHANA,111
6,NETHERLANDS,79
7,NETHERLANDS,79
8,NETHERLANDS,79
9,USA,119
10,USA,119
