,<b>Team</b>,<b>Points</b>
1,BRAZIL,20
2,BRAZIL,20
3,BRAZIL,20
4,BRAZIL,20
5,ENGLAND,40
6,ENGLAND,40
7,<span style="color: silver;"><b>FRANCE</b></span>,106
8,<span style="color: silver;"><b>FRANCE</b></span>,106
9,GERMANY,11
10,SENEGAL,24
